customer_id,email,first_name,middle_initial,last_name,phone,signup_date,last_purchase_date,last_login_date,customer_tier,region,acquisition_channel,gender,age_bracket,top_category,total_revenue,avg_order_value,total_orders,site_visits_30d,emails_opened_30d,cart_abandons,items_in_wishlist,customer_lifetime_days,recency_days,email_subscribed,sms_subscribed,premium_member,at_risk_churn
C1204,linda.thomas1204@email.com,Linda,L,Thomas,555-5971,2020-09-29,2024-03-11,2024-02-22,Bronze,West,Referral,F,45-54,Books,1996.8,99.84,20,36,10,3,8,1264,5,TRUE,FALSE,FALSE,FALSE
C1205,patricia.lewis1205@email.com,Patricia,R,Lewis,555-4567,2022-10-21,2024-03-01,2024-03-14,Silver,Midwest,Direct,Prefer not to say,55-64,Books,2579.7,171.98,15,40,13,0,6,512,15,TRUE,TRUE,FALSE,FALSE
C1206,brian.carter1206@email.com,Brian,H,Carter,555-1501,2022-10-18,2024-02-10,2024-02-24,Platinum,Southeast,,M,35-44,Home,13525.6,338.14,40,48,27,2,5,515,35,TRUE,FALSE,TRUE,FALSE
C1207,deborah.thomas1207@email.com,Deborah,R,Thomas,555-5123,2020-03-04,2024-03-12,2024-02-23,Platinum,Midwest,Paid Search,F,65+,Books,17809.5,356.19,50,40,42,2,23,1473,4,FALSE,TRUE,TRUE,FALSE
C1208,kenneth.roberts1208@email.com,Kenneth,R,Roberts,555-7769,2022-07-22,2024-03-08,2024-02-19,Silver,Southwest,Email,Other,55-64,Beauty,3011.94,167.33,18,15,17,3,14,603,8,TRUE,FALSE,FALSE,FALSE
C1209,jacob.moore1209@email.com,Jacob,,Moore,555-6089,2023-02-04,2024-02-09,2024-03-02,Silver,Northeast,Referral,M,45-54,Beauty,1720.51,156.41,11,41,23,0,13,406,36,TRUE,TRUE,FALSE,FALSE
C1210,charles.thomas1210@email.com,Charles,R,Thomas,555-5812,2021-04-04,2024-03-12,2024-02-20,Gold,Midwest,Paid Search,M,55-64,Home,8565.96,219.64,39,64,24,2,21,1077,4,TRUE,FALSE,TRUE,FALSE
C1211,jacob.green1211@email.com,Jacob,T,Green,555-5278,2022-04-07,2024-01-23,2024-03-07,Gold,Midwest,Organic,Prefer not to say,25-34,Sports,8421.57,227.61,37,58,25,0,6,709,53,FALSE,FALSE,TRUE,FALSE
C1212,sarah.garcia1212@email.com,Sarah,S,Garcia,555-4965,2022-07-31,2024-02-02,2024-03-11,Bronze,Midwest,Direct,Other,18-24,Electronics,593.6,84.8,7,27,12,2,3,594,43,TRUE,TRUE,FALSE,FALSE
C1213,brian.rodriguez1213@email.com,Brian,,Rodriguez,555-7586,2023-08-23,2024-02-21,2024-02-18,Silver,Southeast,Email,M,18-24,Electronics,993.35,198.67,5,40,22,5,5,206,24,TRUE,FALSE,FALSE,FALSE
C1214,thomas.hall1214@email.com,Thomas,K,Hall,555-2397,2022-12-29,2023-09-30,2023-11-29,Bronze,Midwest,Paid Search,Prefer not to say,25-34,Clothing,973.44,108.16,9,19,19,0,10,443,168,TRUE,FALSE,FALSE,TRUE
C1215,nancy.torres1215@email.com,Nancy,H,Torres,555-4379,2023-10-03,2024-01-18,2024-02-24,Silver,Midwest,Social,F,25-34,Beauty,708.4,141.68,5,37,24,0,11,165,58,FALSE,FALSE,FALSE,FALSE
C1216,sarah.campbell1216@email.com,Sarah,S,Campbell,555-5480,2023-03-04,2024-03-07,2024-02-21,Silver,Midwest,Email,F,45-54,Sports,1288.53,143.17,9,31,12,3,6,378,9,FALSE,FALSE,FALSE,FALSE
C1217,stephanie.torres1217@email.com,Stephanie,K,Torres,555-2649,2020-10-13,2023-10-02,2023-11-29,Bronze,Southeast,Direct,F,35-44,Beauty,1468.87,112.99,13,16,10,6,8,1250,166,FALSE,FALSE,FALSE,TRUE
C1218,steven.nguyen1218@email.com,Steven,E,Nguyen,555-2706,2023-12-18,2024-02-12,2024-02-15,Bronze,Southeast,Referral,M,35-44,Clothing,80.88,80.88,1,37,17,1,12,89,33,TRUE,FALSE,FALSE,FALSE
C1219,margaret.garcia1219@email.com,Margaret,S,Garcia,555-7785,2024-01-26,2024-02-01,2024-02-21,Bronze,Southwest,Referral,F,25-34,Clothing,112.14,112.14,1,38,11,3,13,50,44,FALSE,FALSE,FALSE,FALSE
C1220,cynthia.hall1220@email.com,Cynthia,A,Hall,555-4418,2022-03-18,2024-02-21,2024-03-12,Gold,Southeast,Organic,F,18-24,Beauty,7351.36,229.73,32,16,16,5,8,729,24,TRUE,FALSE,FALSE,FALSE
C1221,william.campbell1221@email.com,William,E,Campbell,555-1620,2022-09-03,2024-02-24,2024-02-22,Gold,Southeast,Email,M,25-34,Clothing,5484.96,210.96,26,45,24,0,7,560,21,TRUE,FALSE,TRUE,FALSE
C1222,linda.wilson1222@email.com,Linda,F,Wilson,555-2961,2020-03-25,2024-02-20,2024-02-19,Bronze,Southwest,,Prefer not to say,35-44,Beauty,1833.11,107.83,17,37,24,3,11,1452,25,FALSE,FALSE,FALSE,FALSE
C1223,linda.johnson1223@email.com,Linda,A,Johnson,555-2073,2023-02-12,2024-01-19,2024-03-07,Silver,West,Paid Search,F,65+,Beauty,2857.2,190.48,15,18,12,4,9,398,57,FALSE,FALSE,FALSE,FALSE
C1224,betty.harris1224@email.com,Betty,A,Harris,555-1303,2020-01-01,2024-02-03,2024-02-22,Silver,Northeast,Paid Search,Prefer not to say,18-24,Beauty,3909.4,177.7,22,31,16,2,4,1536,42,TRUE,FALSE,FALSE,FALSE
C1225,timothy.davis1225@email.com,Timothy,R,Davis,,2020-12-08,2023-11-12,2023-11-27,Bronze,Midwest,Email,Prefer not to say,35-44,Home,504.9,84.15,6,23,11,1,2,1194,125,TRUE,FALSE,FALSE,TRUE
C1226,james.hill1226@email.com,James,D,Hill,,2023-06-20,2024-03-07,2024-03-14,Gold,Southeast,Social,Other,65+,Books,3167.55,211.17,15,27,37,0,9,270,9,TRUE,FALSE,TRUE,FALSE
C1227,george.rivera1227@email.com,George,N,Rivera,555-7325,2021-06-18,2024-02-09,2024-02-23,Gold,West,Direct,M,35-44,Sports,7591.32,230.04,33,45,9,3,10,1002,36,FALSE,FALSE,FALSE,FALSE
C1228,jacob.moore1228@email.com,Jacob,C,Moore,555-8155,2022-07-26,2023-12-27,2024-01-11,Silver,Northeast,Social,Other,35-44,Books,3391.74,154.17,22,21,22,3,2,599,80,TRUE,FALSE,FALSE,TRUE
C1229,cynthia.taylor1229@email.com,Cynthia,R,Taylor,555-1044,2021-08-22,2024-01-26,2024-02-20,Bronze,Southeast,Paid Search,F,35-44,Beauty,1210.99,110.09,11,28,12,6,2,937,50,FALSE,TRUE,FALSE,FALSE
C1230,william.harris1230@email.com,William,S,Harris,555-3528,2021-05-25,2023-11-08,2024-02-15,Bronze,Southwest,Paid Search,M,45-54,Books,1311.75,87.45,15,25,20,3,2,1026,129,FALSE,FALSE,FALSE,TRUE
C1231,timothy.wilson1231@email.com,Timothy,,Wilson,555-5028,2023-07-28,2024-01-23,2024-03-15,Bronze,Southwest,,M,45-54,Home,258.48,86.16,3,42,22,6,13,232,53,FALSE,FALSE,FALSE,FALSE
C1232,thomas.moore1232@email.com,Thomas,H,Moore,,2020-04-14,2024-02-15,2024-03-02,Gold,Midwest,Direct,Prefer not to say,45-54,Home,7245.03,185.77,39,43,20,1,10,1432,30,TRUE,TRUE,FALSE,FALSE
C1233,ronald.lee1233@email.com,Ronald,M,Lee,555-2997,2022-12-08,2024-03-02,2024-02-22,Bronze,Northeast,Paid Search,M,25-34,Clothing,942.24,78.52,12,38,24,4,9,464,14,TRUE,FALSE,FALSE,FALSE
C1234,linda.lee1234@email.com,Linda,A,Lee,555-3013,2021-03-09,2024-02-03,2024-02-22,Gold,Midwest,Referral,F,25-34,Electronics,7956.82,209.39,38,39,24,0,19,1103,42,TRUE,TRUE,TRUE,FALSE
C1235,mark.hall1235@email.com,Mark,K,Hall,555-9053,2023-09-28,2024-02-23,2024-02-17,Gold,Midwest,Social,M,25-34,Electronics,2136.5,213.65,10,19,8,4,12,170,22,FALSE,FALSE,FALSE,FALSE
C1236,ronald.brown1236@email.com,Ronald,W,Brown,555-9212,2022-09-25,2024-01-25,2024-02-23,Platinum,Midwest,,Prefer not to say,45-54,Beauty,12936.8,323.42,40,83,25,2,29,538,51,TRUE,FALSE,TRUE,FALSE
C1237,karen.ramirez1237@email.com,Karen,P,Ramirez,,2020-11-28,2024-02-12,2024-03-07,Gold,Midwest,Social,F,35-44,Sports,7908.12,219.67,36,22,15,0,4,1204,33,TRUE,TRUE,TRUE,FALSE
C1238,brian.harris1238@email.com,Brian,K,Harris,555-2709,2021-12-04,2024-02-12,2024-03-01,Bronze,Southeast,Email,Prefer not to say,45-54,Sports,1285.02,116.82,11,44,22,4,10,833,33,FALSE,TRUE,FALSE,FALSE
C1239,rebecca.thomas1239@email.com,Rebecca,G,Thomas,555-6822,2023-12-26,2024-02-17,2024-03-11,Gold,West,Email,Prefer not to say,45-54,Books,984.48,246.12,4,27,16,4,22,81,28,TRUE,TRUE,TRUE,FALSE
C1240,donna.gonzalez1240@email.com,Donna,W,Gonzalez,555-6929,2020-08-27,2024-01-23,2024-03-13,Silver,West,Direct,F,65+,Beauty,4567.44,190.31,24,15,12,5,15,1297,53,FALSE,TRUE,FALSE,FALSE
C1241,rebecca.smith1241@email.com,Rebecca,R,Smith,555-3034,2022-01-18,2024-02-18,2024-03-09,Silver,Southeast,Social,F,18-24,Clothing,4115.28,158.28,26,19,9,0,8,788,27,FALSE,TRUE,FALSE,FALSE
C1242,mark.mitchell1242@email.com,Mark,E,Mitchell,555-2496,2021-07-20,2024-02-11,2024-03-06,Bronze,Northeast,Social,Other,18-24,Clothing,703.32,117.22,6,43,13,0,4,970,34,TRUE,FALSE,FALSE,FALSE
C1243,elizabeth.king1243@email.com,Elizabeth,,King,555-8628,2020-02-20,2024-02-29,2024-02-15,Bronze,Southwest,Paid Search,F,45-54,Beauty,965.9,74.3,13,20,15,5,7,1486,16,TRUE,FALSE,FALSE,FALSE
C1244,george.taylor1244@email.com,George,C,Taylor,555-8795,2021-04-06,2024-02-08,2024-02-21,Bronze,Southeast,Organic,Other,25-34,Electronics,1307.74,93.41,14,43,15,4,5,1075,37,FALSE,FALSE,FALSE,FALSE
C1245,david.nelson1245@email.com,David,,Nelson,555-4646,2023-07-27,2024-03-02,2024-02-22,Bronze,Southeast,Referral,Other,18-24,Clothing,100.94,100.94,1,20,17,6,9,233,14,FALSE,FALSE,FALSE,FALSE
C1246,laura.davis1246@email.com,Laura,D,Davis,555-4971,2023-03-07,2024-02-24,2024-02-25,Gold,Midwest,Paid Search,Prefer not to say,45-54,Home,4190.0,209.5,20,24,30,4,18,375,21,TRUE,TRUE,TRUE,FALSE
C1247,betty.moore1247@email.com,Betty,G,Moore,555-7855,2023-04-19,2024-02-12,2024-03-14,Bronze,Southwest,Social,F,65+,Books,291.28,72.82,4,37,24,1,7,332,33,FALSE,FALSE,FALSE,FALSE
C1248,michael.flores1248@email.com,Michael,G,Flores,555-1647,2020-01-30,2024-02-09,2024-03-02,Bronze,Midwest,Direct,M,18-24,Clothing,610.26,101.71,6,30,22,2,6,1507,36,TRUE,TRUE,FALSE,FALSE
C1249,joshua.ramirez1249@email.com,Joshua,H,Ramirez,555-7202,2021-12-25,2023-11-12,2023-12-31,Silver,Southwest,Direct,Other,45-54,Home,6286.94,184.91,34,30,14,2,14,812,125,TRUE,FALSE,FALSE,TRUE
C1250,laura.hill1250@email.com,Laura,P,Hill,555-4746,2023-12-15,2024-01-29,2024-03-07,Bronze,West,Direct,Other,25-34,Sports,112.15,112.15,1,33,13,1,4,92,47,TRUE,FALSE,FALSE,FALSE
C1251,jessica.allen1251@email.com,Jessica,B,Allen,555-8039,2021-09-20,2024-02-25,2024-02-16,Bronze,Southeast,Direct,F,35-44,Electronics,738.7,73.87,10,15,14,2,12,908,20,FALSE,TRUE,FALSE,FALSE
C1252,timothy.hall1252@email.com,Timothy,K,Hall,555-5264,2020-02-22,2024-03-14,2024-03-14,Silver,Southeast,Email,M,45-54,Beauty,4837.0,172.75,28,24,23,3,9,1484,2,FALSE,FALSE,FALSE,FALSE
C1253,sarah.martin1253@email.com,Sarah,H,Martin,555-1079,2023-10-24,2024-03-05,2024-02-26,Platinum,Southwest,Paid Search,Prefer not to say,25-34,Clothing,4776.85,367.45,13,48,25,1,27,144,11,TRUE,TRUE,TRUE,FALSE
C1254,jacob.carter1254@email.com,Jacob,S,Carter,555-7764,2023-01-11,2023-12-02,2024-02-03,Gold,Southwest,Organic,Other,45-54,Sports,4086.72,227.04,18,64,31,2,12,430,105,FALSE,TRUE,TRUE,TRUE
C1255,matthew.king1255@email.com,Matthew,N,King,555-9548,2022-08-22,2024-02-05,2024-02-22,Platinum,Southeast,Social,Prefer not to say,18-24,Clothing,16713.0,309.5,54,76,37,0,19,572,40,TRUE,FALSE,TRUE,FALSE
C1256,sharon.miller1256@email.com,Sharon,W,Miller,555-4123,2021-07-02,2024-03-05,2024-03-10,Silver,Southwest,Referral,F,35-44,Clothing,3731.86,169.63,22,32,8,0,14,988,11,FALSE,TRUE,FALSE,FALSE
C1257,james.adams1257@email.com,James,D,Adams,555-4192,2021-05-11,2024-01-02,2024-01-23,Gold,Southeast,Email,M,45-54,Books,7478.64,191.76,39,48,31,2,6,1040,74,TRUE,FALSE,TRUE,TRUE
C1258,jason.nguyen1258@email.com,Jason,A,Nguyen,,2020-08-03,2024-01-25,2024-02-17,Gold,Northeast,Organic,Other,35-44,Home,9973.32,237.46,42,36,36,0,9,1321,51,TRUE,FALSE,TRUE,FALSE
C1259,kevin.lewis1259@email.com,Kevin,D,Lewis,555-8408,2020-01-23,2024-01-29,2024-03-09,Bronze,Northeast,Paid Search,Prefer not to say,25-34,Electronics,1009.71,112.19,9,31,8,6,15,1514,47,TRUE,FALSE,FALSE,FALSE
C1260,betty.hall1260@email.com,Betty,,Hall,555-4517,2020-12-30,2024-03-09,2024-03-02,Bronze,Midwest,Direct,Prefer not to say,25-34,Clothing,729.12,104.16,7,19,9,1,3,1172,7,TRUE,FALSE,FALSE,FALSE
C1261,patricia.hall1261@email.com,Patricia,,Hall,,2022-07-02,2024-03-05,2024-03-02,Silver,Southeast,Referral,Prefer not to say,55-64,Books,3851.64,148.14,26,21,24,3,15,623,11,TRUE,FALSE,FALSE,FALSE
C1262,andrew.hall1262@email.com,Andrew,L,Hall,555-5635,2023-10-11,2024-03-05,2024-02-27,Bronze,Southwest,,M,45-54,Sports,168.1,84.05,2,25,8,4,6,157,11,TRUE,FALSE,FALSE,FALSE
C1263,ryan.robinson1263@email.com,Ryan,B,Robinson,555-4722,2020-02-18,2024-02-16,2024-03-08,Gold,Southeast,Organic,Other,65+,Beauty,9708.4,242.71,40,43,19,2,18,1488,29,FALSE,TRUE,TRUE,FALSE
C1264,barbara.smith1264@email.com,Barbara,C,Smith,,2021-01-30,2023-11-17,2023-11-26,Bronze,Southwest,Direct,F,18-24,Sports,1287.9,71.55,18,16,20,2,3,1141,120,FALSE,FALSE,FALSE,TRUE
C1265,george.clark1265@email.com,George,M,Clark,555-8137,2022-11-10,2024-02-11,2024-03-12,Silver,Northeast,Social,M,35-44,Books,2169.31,166.87,13,32,10,1,10,492,34,TRUE,FALSE,FALSE,FALSE
C1266,patricia.rivera1266@email.com,Patricia,R,Rivera,,2021-11-23,2024-03-13,2024-03-11,Bronze,West,,Prefer not to say,65+,Books,1223.15,71.95,17,44,23,6,9,844,3,FALSE,FALSE,FALSE,FALSE
C1267,karen.robinson1267@email.com,Karen,F,Robinson,555-6285,2021-01-23,2024-03-03,2024-03-09,Gold,Southwest,Direct,F,18-24,Clothing,11038.89,234.87,47,30,33,0,16,1148,13,TRUE,TRUE,TRUE,FALSE
C1268,michael.green1268@email.com,Michael,T,Green,555-9659,2021-09-23,2024-02-09,2024-02-21,Gold,Southwest,Paid Search,Other,45-54,Clothing,6879.56,202.34,34,39,18,3,7,905,36,TRUE,FALSE,TRUE,FALSE
C1269,stephanie.anderson1269@email.com,Stephanie,K,Anderson,555-3589,2020-04-25,2024-02-19,2024-03-10,Gold,Southwest,Paid Search,Other,25-34,Beauty,7194.16,189.32,38,34,27,0,22,1421,26,TRUE,FALSE,TRUE,FALSE
C1270,robert.jackson1270@email.com,Robert,M,Jackson,555-6021,2021-02-20,2024-01-23,2024-03-13,Bronze,Midwest,Direct,Prefer not to say,35-44,Beauty,1053.64,75.26,14,25,23,5,6,1120,53,FALSE,FALSE,FALSE,FALSE
C1271,kimberly.davis1271@email.com,Kimberly,C,Davis,555-7682,2021-07-13,2024-02-05,2024-02-25,Gold,West,Social,F,25-34,Electronics,9033.36,215.08,42,57,21,1,7,977,40,TRUE,TRUE,TRUE,FALSE
C1272,steven.lee1272@email.com,Steven,J,Lee,555-2233,2022-12-19,2024-03-11,2024-03-15,Bronze,Midwest,Social,M,25-34,Sports,926.96,115.87,8,32,13,2,7,453,5,FALSE,TRUE,FALSE,FALSE
C1273,matthew.martin1273@email.com,Matthew,B,Martin,555-5401,2023-07-18,2023-10-05,2024-01-28,Bronze,West,Referral,Prefer not to say,65+,Beauty,378.55,75.71,5,38,22,2,11,242,163,FALSE,FALSE,FALSE,TRUE
C1274,mark.thompson1274@email.com,Mark,,Thompson,555-8172,2020-06-20,2024-02-14,2024-03-10,Bronze,West,Referral,M,25-34,Clothing,429.6,85.92,5,44,16,6,2,1365,31,TRUE,FALSE,FALSE,FALSE
C1275,gary.lopez1275@email.com,Gary,,Lopez,,2023-12-08,2024-03-12,2024-02-24,Silver,Midwest,Email,M,18-24,Sports,354.22,177.11,2,39,22,4,6,99,4,TRUE,TRUE,FALSE,FALSE
C1276,rebecca.allen1276@email.com,Rebecca,W,Allen,,2021-12-25,2024-02-06,2024-02-28,Silver,Midwest,Email,F,55-64,Books,5983.32,175.98,34,28,14,6,9,812,39,TRUE,TRUE,FALSE,FALSE
C1277,betty.robinson1277@email.com,Betty,S,Robinson,555-1661,2022-01-25,2024-02-11,2024-03-04,Silver,West,Email,F,45-54,Books,5489.4,156.84,35,25,21,5,2,781,34,FALSE,FALSE,FALSE,FALSE
C1278,ryan.green1278@email.com,Ryan,M,Green,555-7435,2020-02-05,2023-10-08,2024-01-30,Platinum,Midwest,,M,35-44,Sports,18339.09,359.59,51,79,33,0,19,1501,160,FALSE,TRUE,TRUE,TRUE
C1279,lisa.clark1279@email.com,Lisa,L,Clark,555-5000,2022-08-21,2024-01-29,2024-03-04,Gold,Midwest,,F,25-34,Beauty,7960.76,234.14,34,30,16,4,14,573,47,FALSE,FALSE,FALSE,FALSE
C1280,jeffrey.walker1280@email.com,Jeffrey,B,Walker,555-6318,2020-12-13,2024-02-02,2024-02-28,Gold,Northeast,,Other,35-44,Electronics,11282.88,235.06,48,42,9,1,2,1189,43,TRUE,TRUE,FALSE,FALSE
C1281,susan.campbell1281@email.com,Susan,,Campbell,555-6240,2022-08-20,2024-03-05,2024-03-15,Gold,Southeast,,Other,25-34,Clothing,5525.52,197.34,28,25,25,0,19,574,11,TRUE,FALSE,TRUE,FALSE
C1282,rebecca.ramirez1282@email.com,Rebecca,,Ramirez,555-9126,2021-01-21,2024-01-24,2024-03-03,Silver,Southeast,,Other,35-44,Home,4539.6,151.32,30,37,10,3,3,1150,52,TRUE,TRUE,FALSE,FALSE
C1283,joseph.wright1283@email.com,Joseph,H,Wright,555-8043,2020-04-21,2024-01-29,2024-02-15,Gold,Southwest,Email,Other,35-44,Beauty,8553.66,231.18,37,49,22,2,13,1425,47,TRUE,FALSE,TRUE,FALSE
C1284,kevin.white1284@email.com,Kevin,L,White,,2021-05-27,2024-03-12,2024-02-27,Gold,Southeast,Paid Search,Prefer not to say,65+,Home,6751.8,187.55,36,31,27,1,7,1024,4,TRUE,FALSE,TRUE,FALSE
C1285,nancy.hall1285@email.com,Nancy,C,Hall,555-6159,2021-11-19,2024-01-28,2024-02-18,Gold,Southwest,Organic,F,45-54,Home,9898.98,235.69,42,55,16,1,18,848,48,TRUE,FALSE,TRUE,FALSE
C1286,melissa.taylor1286@email.com,Melissa,R,Taylor,555-8431,2021-05-25,2024-02-15,2024-02-20,Bronze,Southeast,Referral,F,55-64,Beauty,1209.04,86.36,14,22,19,4,11,1026,30,TRUE,FALSE,FALSE,FALSE
C1287,kenneth.baker1287@email.com,Kenneth,K,Baker,555-2352,2022-02-25,2023-11-30,2024-01-25,Gold,West,Referral,M,35-44,Home,8036.0,200.9,40,33,12,0,9,750,107,TRUE,TRUE,TRUE,TRUE
C1288,patricia.smith1288@email.com,Patricia,T,Smith,555-6679,2020-04-02,2023-11-13,2023-11-18,Bronze,Midwest,Email,Other,45-54,Books,1504.02,107.43,14,35,18,0,13,1444,124,TRUE,FALSE,FALSE,TRUE
C1289,jeffrey.adams1289@email.com,Jeffrey,J,Adams,555-5066,2020-08-04,2024-02-22,2024-03-06,Silver,Southeast,Referral,M,45-54,Beauty,3986.55,147.65,27,26,23,2,15,1320,23,FALSE,FALSE,FALSE,FALSE
C1290,laura.garcia1290@email.com,Laura,B,Garcia,555-9537,2022-11-06,2024-01-28,2024-03-08,Bronze,Northeast,Social,Other,35-44,Electronics,882.4,88.24,10,33,17,0,11,496,48,TRUE,FALSE,FALSE,FALSE
C1291,charles.jones1291@email.com,Charles,L,Jones,555-3157,2021-06-18,2024-02-09,2024-02-18,Platinum,West,Social,Prefer not to say,55-64,Books,20523.36,297.44,69,55,28,4,16,1002,36,TRUE,FALSE,FALSE,FALSE
C1292,emily.gonzalez1292@email.com,Emily,,Gonzalez,555-6693,2020-11-27,2024-01-16,2024-01-31,Silver,West,Organic,Prefer not to say,18-24,Sports,4936.1,189.85,26,38,10,3,6,1205,60,TRUE,FALSE,FALSE,TRUE
C1293,donald.miller1293@email.com,Donald,C,Miller,555-7967,2021-05-14,2024-02-03,2024-02-21,Silver,Southwest,Social,Prefer not to say,25-34,Beauty,5552.2,163.3,34,28,14,2,8,1037,42,TRUE,FALSE,FALSE,FALSE
C1294,james.martin1294@email.com,James,B,Martin,555-8680,2021-02-20,2024-02-23,2024-02-18,Bronze,West,Paid Search,M,18-24,Clothing,949.23,105.47,9,25,12,5,13,1120,22,TRUE,TRUE,FALSE,FALSE
C1295,george.lewis1295@email.com,George,L,Lewis,555-3273,2023-09-16,2024-02-17,2024-03-03,Bronze,West,Paid Search,M,55-64,Home,316.53,105.51,3,30,8,6,5,182,28,TRUE,FALSE,FALSE,FALSE
C1296,elizabeth.ramirez1296@email.com,Elizabeth,L,Ramirez,555-1166,2021-01-29,2023-12-22,2024-01-27,Bronze,Southeast,Email,F,65+,Books,1678.0,83.9,20,35,14,5,13,1142,85,FALSE,FALSE,FALSE,TRUE
C1297,jacob.miller1297@email.com,Jacob,L,Miller,555-5088,2020-04-21,2024-02-12,2024-03-04,Silver,West,Referral,Prefer not to say,25-34,Electronics,5164.25,147.55,35,42,17,6,10,1425,33,TRUE,FALSE,FALSE,FALSE
C1298,matthew.davis1298@email.com,Matthew,R,Davis,555-2462,2021-05-18,2024-02-24,2024-02-23,Silver,Northeast,Paid Search,M,55-64,Books,4984.18,160.78,31,37,20,0,15,1033,21,TRUE,FALSE,FALSE,FALSE
C1299,jessica.jackson1299@email.com,Jessica,J,Jackson,555-8868,2022-04-18,2024-01-29,2024-03-03,Gold,Southeast,Referral,Other,65+,Beauty,10313.16,234.39,44,55,15,3,10,698,47,TRUE,FALSE,TRUE,FALSE
C1300,cynthia.roberts1300@email.com,Cynthia,G,Roberts,,2020-08-27,2024-03-13,2024-02-15,Silver,Southeast,,Other,25-34,Clothing,3298.0,164.9,20,28,9,5,10,1297,3,TRUE,TRUE,FALSE,FALSE
C1301,robert.hernandez1301@email.com,Robert,,Hernandez,555-7488,2022-09-03,2024-02-15,2024-02-24,Silver,Northeast,Direct,M,35-44,Beauty,3999.12,166.63,24,43,20,2,8,560,30,TRUE,FALSE,FALSE,FALSE
C1302,melissa.gonzalez1302@email.com,Melissa,S,Gonzalez,555-7407,2022-07-11,2024-02-29,2024-02-22,Bronze,West,Email,Other,55-64,Home,1062.9,106.29,10,28,25,5,10,614,16,FALSE,FALSE,FALSE,FALSE
C1303,ryan.hernandez1303@email.com,Ryan,D,Hernandez,555-3885,2022-05-15,2024-01-22,2024-03-05,Gold,Northeast,,M,18-24,Electronics,8997.45,219.45,41,63,15,4,9,671,54,TRUE,TRUE,TRUE,FALSE
C1304,steven.wilson1304@email.com,Steven,L,Wilson,555-4797,2023-07-15,2024-02-24,2024-02-26,Bronze,Southeast,Paid Search,M,18-24,Beauty,645.96,107.66,6,23,11,1,3,245,21,TRUE,TRUE,FALSE,FALSE
C1305,christopher.baker1305@email.com,Christopher,J,Baker,555-6873,2023-07-14,2024-02-16,2024-02-25,Bronze,Northeast,Paid Search,Other,25-34,Clothing,200.12,100.06,2,24,10,6,4,246,29,FALSE,FALSE,FALSE,FALSE
C1306,margaret.ramirez1306@email.com,Margaret,N,Ramirez,,2023-07-19,2024-02-14,2024-02-27,Bronze,Midwest,Direct,Prefer not to say,25-34,Electronics,344.43,114.81,3,15,14,4,11,241,31,TRUE,FALSE,FALSE,FALSE
C1307,paul.gonzalez1307@email.com,Paul,F,Gonzalez,555-4350,2023-07-21,2024-03-08,2024-03-08,Silver,Northeast,Referral,M,45-54,Electronics,772.7,154.54,5,44,17,4,3,239,8,TRUE,FALSE,FALSE,FALSE
C1308,jacob.robinson1308@email.com,Jacob,R,Robinson,555-3208,2020-03-09,2023-11-21,2023-12-15,Gold,Southeast,Referral,Other,45-54,Books,9021.32,205.03,44,33,12,0,12,1468,116,TRUE,TRUE,TRUE,TRUE
C1309,betty.lee1309@email.com,Betty,R,Lee,555-5617,2023-03-26,2024-02-11,2024-02-27,Gold,Southeast,Direct,F,55-64,Beauty,3737.44,233.59,16,60,25,3,21,356,34,TRUE,FALSE,TRUE,FALSE
C1310,timothy.davis1310@email.com,Timothy,M,Davis,555-2687,2020-08-17,2023-11-25,2023-12-09,Bronze,Southeast,Paid Search,M,18-24,Clothing,1749.06,97.17,18,30,9,5,7,1307,112,TRUE,FALSE,FALSE,TRUE
C1311,ryan.lee1311@email.com,Ryan,F,Lee,555-8017,2020-04-15,2024-02-16,2024-03-14,Bronze,Midwest,Referral,Other,65+,Home,1461.74,104.41,14,34,19,1,6,1431,29,TRUE,FALSE,FALSE,FALSE
C1312,mark.scott1312@email.com,Mark,G,Scott,555-3381,2022-08-08,2024-03-04,2024-02-16,Bronze,Northeast,Referral,Prefer not to say,35-44,Books,634.56,105.76,6,45,16,3,8,586,12,FALSE,FALSE,FALSE,FALSE
C1313,mary.torres1313@email.com,Mary,F,Torres,,2021-01-22,2023-09-18,2023-12-27,Platinum,West,Direct,Other,18-24,Beauty,22734.84,391.98,58,24,31,4,16,1149,180,TRUE,TRUE,FALSE,TRUE
C1314,george.harris1314@email.com,George,W,Harris,555-9680,2021-05-04,2024-02-05,2024-03-15,Bronze,West,Social,Other,45-54,Electronics,450.6,90.12,5,30,14,2,12,1047,40,TRUE,FALSE,FALSE,FALSE
C1315,melissa.king1315@email.com,Melissa,P,King,,2020-10-29,2023-10-21,2023-12-10,Gold,Southeast,Referral,Prefer not to say,25-34,Beauty,9354.22,217.54,43,21,17,3,8,1234,147,FALSE,FALSE,FALSE,TRUE
C1316,anthony.wright1316@email.com,Anthony,K,Wright,555-4497,2022-03-15,2023-09-18,2024-01-20,Bronze,West,,Prefer not to say,35-44,Books,1914.2,112.6,17,45,12,4,14,732,180,FALSE,FALSE,FALSE,TRUE
C1317,kenneth.nguyen1317@email.com,Kenneth,,Nguyen,555-4924,2021-06-04,2024-02-24,2024-03-06,Gold,West,Email,Prefer not to say,55-64,Books,6836.61,207.17,33,20,12,4,6,1016,21,TRUE,FALSE,FALSE,FALSE
